0.012,0.001,0.014,0.014,0.013,0.006,0.023,0.303,0.19,0.02,0.008,0.029,0.068,0.257,0.056,0.038,0.012,0.016,0.039,0.031,0.046,0.011,0.013,0.037,0.02,0.021,0.047,0.032,0.005,0.022,0.043,0.086,0.072,0.149,0.011,0.029,0.156,0.241,0.096,0.161,0.067,0.087,0.114,0.173,0.031,0.013,0.018,0.026,
0.012,0.017,0.03,0.011,0.013,0.038,0.08,0.037,0.04,0.027,0.012,0.191,0.155,0.278,0.042,0.047,0.032,0.02,0.035,0.012,0.124,0.144,0.118,0.038,0.058,0.163,0.014,0.044,0.047,0.014,0.012,0.038,0.196,0.032,0.039,0.017,0.018,0.047,0.022,0.214,0.208,0.079,0.079,0.099,0.12,0.024,0.074,0.041,
0.04,0.026,0.025,0.014,0.024,0.023,0.012,0.036,0.006,0.022,0.015,0.019,0.03,0.003,0.177,0.316,0.203,0.066,0.041,0.06,0.033,0.045,0.034,0.06,0.138,0.281,0.081,0.052,0.035,0.084,0.043,1.107,0.217,0.098,0.052,0.033,0.029,0.196,0.276,0.156,0.119,0.106,0.097,0.123,0.067,0.031,0.013,0.033,
0.013,0.023,0.011,0.021,0.023,0.012,0.033,0.004,0.024,0.019,0.013,0.033,0.017,0.384,0.02,0.018,0.028,0.064,0.119,0.162,0.013,0.032,0.028,0.044,0.016,0.02,0.059,0.011,0.028,0.054,0.023,0.023,0.079,0.3,0.123,0.04,0.03,0.05,0.037,0.028,0.026,0.192,0.161,0.141,0.245,0.099,0.061,0.084,
0.123,0.123,0.048,0.024,0.0,0.001,0.041,0.042,0.041,0.037,0.037,0.037,0.012,0.0,0.008,0.041,0.04,0.037,0.153,0.498,0.139,0.045,0.049,0.078,0.083,0.001,0.184,0.024,0.016,0.048,0.35,0.607,0.117,0.849,0.065,0.011,0.035,0.033,0.0,0.028,0.0,0.008,0.04,0.023,0.019,0.006,0.0,0.035,0.033
0.005,0.019,0.0,0.02,0.039,0.009,0.023,0.0,0.003,0.04,0.024,0.012,0.01,0.0,0.031,0.041,0.069,0.044,0.04,0.016,0.02,0.0,0.033,0.025,0.0,0.03,0.024,0.016,0.004,0.0,0.037,0.023,0.009,0.012,0.0,0.039,0.021,0.007,0.03,0.017,0.02,0.0,0.005,0.04,0.015,0.019,0.002,0.006,
0.039,0.016,0.012,0.024,0.021,0.02,0.0,0.005,0.04,0.014,0.017,0.003,0.0,0.04,0.021,0.008,0.021,0.058,0.052,0.043,0.038,0.011,0.015,0.0,0.03,0.03,0.001,0.027,0.025,0.014,0.203,0.071,0.095,0.243,0.121,0.145,0.045,0.053,0.223,0.142,0.15,0.159,0.073,0.066,0.087,0.094,0.071,0.025,
0.036,0.01,0.008,0.023,0.046,0.067,0.044,0.039,0.035,0.008,0.008,0.018,0.038,0.372,0.244,0.008,0.009,0.14,0.227,0.011,0.034,0.046,0.032,0.05,0.028,0.055,0.132,0.022,0.052,0.051,0.016,0.183,0.285,0.777,0.377,0.049,0.192,0.198,0.038,0.012,0.137,0.219,0.057,0.008,0.028,0.05,0.066,0.044,
0.038,0.031,0.0,0.02,0.037,0.014,0.0,0.022,0.036,0.013,0.0,0.27,0.162,0.206,0.038,0.04,0.041,0.003,0.0,0.019,0.041,0.042,0.163,0.18,0.192,0.102,0.194,0.035,0.02,0.0,0.0,0.039,0.039,0.059,0.037,0.36,0.123,0.06,0.085,0.136,0.205,0.098,0.089,0.087,0.093,0.087,0.115,0.193,
0.019,0.031,0.044,0.038,0.037,0.03,0.0,0.0,0.033,0.039,0.037,0.03,0.0,0.0,0.03,0.142,0.493,0.071,0.319,0.036,0.074,0.076,0.084,0.082,0.192,0.257,0.052,0.034,0.07,0.06,0.603,0.726,0.117,0.112,0.056,0.018,0.184,0.035,0.261,0.055,0.168,0.121,0.064,0.059,0.04,0.064,0.008,0.008,
0.03,0.036,0.035,0.034,0.013,0.008,0.0,0.018,0.001,0.0,0.02,0.0,0.0,0.38,0.006,0.014,0.119,0.2,0.001,0.021,0.001,0.042,0.091,0.059,0.045,0.166,0.021,0.002,0.041,0.035,0.037,0.01,0.009,0.012,0.281,0.279,0.147,0.04,0.04,0.048,0.018,0.057,0.252,0.206,0.089,0.141,0.038,0.013,
0.0,0.037,0.038,0.027,0.018,0.041,0.038,0.036,0.035,0.035,0.035,0.034,0.037,0.035,0.034,0.076,0.043,0.221,0.373,0.103,0.075,0.038,0.057,0.044,0.019,0.129,0.188,0.078,0.114,0.071,0.054,0.072,0.564,0.238,0.266,0.148,0.306,0.184,0.134,0.067,0.067,0.094,0.091,0.091,0.22,0.075,0.093,0.09,
0.177,0.044,0.033,0.034,0.036,0.034,0.033,0.033,0.036,0.071,0.048,0.009,0.017,0.019,0.0,0.004,0.042,0.126,0.306,0.23,0.048,0.11,0.233,0.057,0.041,0.065,0.055,0.241,0.054,0.045,0.045,0.045,0.544,0.142,0.247,0.16,0.175,0.068,0.057,0.269,0.167,0.145,0.123,0.061,0.242,0.103,0.084,0.043,
0.041,0.04,0.04,0.039,0.038,0.037,0.036,0.015,0.0,0.004,0.036,0.031,0.0,0.0,0.025,0.039,0.155,0.432,0.247,0.019,0.014,0.041,0.04,0.039,0.037,0.035,0.035,0.063,0.054,0.013,0.0,0.009,0.041,0.04,0.04,0.036,0.036,0.035,0.218,0.126,0.077,0.451,0.11,0.096,0.087,0.131,0.013,0.039,
0.036,0.035,0.003,0.0,0.019,0.036,0.036,0.013,0.0,0.007,0.038,0.035,0.024,0.346,0.053,0.013,0.0,0.009,0.318,0.041,0.076,0.076,0.1,0.047,0.006,0.092,0.122,0.04,0.035,0.047,0.04,0.252,0.652,0.042,0.024,0.058,0.033,0.285,0.08,0.165,0.259,0.118,0.112,0.124,0.098,0.044,0.036,0.034,
0.03,0.0,0.023,0.006,0.0,0.016,0.039,0.035,0.034,0.034,0.083,0.198,0.886,0.154,0.026,0.045,0.034,0.004,0.015,0.041,0.042,0.106,0.121,0.16,0.143,0.108,0.035,0.045,0.053,0.051,0.04,0.038,0.044,0.382,0.11,0.074,0.036,0.143,0.261,0.117,0.231,0.104,0.097,0.247,0.165,0.023,0.013,0.015,
0.004,0.032,0.012,0.014,0.031,0.04,0.03,0.006,0.0,0.02,0.0,0.0,0.04,0.038,0.023,0.04,0.201,0.432,0.068,0.068,0.067,0.075,0.08,0.079,0.142,0.292,0.022,0.054,0.035,0.034,0.561,0.322,0.095,0.164,0.196,0.08,0.057,0.053,0.446,0.131,0.151,0.077,0.032,0.086,0.025,0.006,0.04,0.037,
0.036,0.035,0.036,0.035,0.036,0.035,0.004,0.019,0.001,0.0,0.02,0.038,0.263,0.404,0.038,0.034,0.004,0.223,0.0,0.0,0.038,0.045,0.044,0.164,0.101,0.04,0.017,0.0,0.009,0.015,0.0,0.018,0.042,0.251,0.627,0.027,0.162,0.12,0.117,0.226,0.159,0.063,0.057,0.095,0.115,0.216,0.119,0.04,
0.038,0.036,0.036,0.036,0.034,0.035,0.012,0.023,0.0,0.0,0.032,0.036,0.036,0.035,0.059,0.187,0.288,0.113,0.15,0.085,0.104,0.052,0.089,0.13,0.095,0.103,0.02,0.138,0.04,0.04,0.029,0.03,0.03,0.045,0.524,0.045,0.114,0.11,0.105,0.089,0.109,0.077,0.085,0.094,0.094,0.173,0.133,0.017,
0.033,0.036,0.01,0.008,0.002,0.03,0.036,0.018,0.0,0.015,0.026,0.064,0.053,0.042,0.038,0.247,0.358,0.098,0.052,0.159,0.048,0.021,0.029,0.041,0.019,0.035,0.064,0.059,0.082,0.113,0.036,0.041,0.051,0.055,0.258,0.18,0.176,0.099,0.095,0.116,0.094,0.081,0.105,0.35,0.132,0.094,0.094,0.126,
0.048,0.066,0.048,0.042,0.04,0.002,0.018,0.027,0.013,0.008,0.032,0.011,0.008,0.035,0.0,0.015,0.171,0.233,0.185,0.141,0.16,0.037,0.06,0.038,0.069,0.055,0.052,0.061,0.04,0.029,0.146,0.133,0.089,0.464,0.521,0.187,0.161,0.08,0.103,0.215,0.073,0.106,0.042,0.036,0.071,0.181,0.056,0.039,
0.021,0.023,0.019,0.017,0.028,0.008,0.021,0.029,0.004,0.021,0.028,0.003,0.019,0.141,0.285,0.012,0.118,0.07,0.005,0.025,0.047,0.142,0.054,0.036,0.029,0.019,0.036,0.035,0.042,0.373,0.709,0.2,0.043,0.13,0.12,0.184,0.166,0.099,0.13,0.251,0.097,0.136,0.043,0.056,0.063,0.044,0.039,0.012,
0.016,0.032,0.017,0.0,0.032,0.008,0.005,0.038,0.0,0.012,0.029,0.009,0.018,0.504,0.118,0.095,0.001,0.054,0.031,0.011,0.023,0.104,0.107,0.132,0.127,0.039,0.138,0.04,0.048,0.071,0.044,0.173,0.189,0.18,0.145,0.09,0.089,0.031,0.025,0.021,0.048,0.033,0.009,0.017,0.054,0.284,0.028,0.04,
0.02,0.0,0.027,0.038,0.036,0.036,0.036,0.017,0.0,0.016,0.004,0.0,0.019,0.038,0.036,0.123,0.537,0.159,0.093,0.027,0.06,0.194,0.035,0.02,0.15,0.304,0.079,0.069,0.059,0.121,0.341,0.152,0.135,0.251,0.193,0.079,0.033,0.2,0.179,0.166,0.259,0.042,0.088,0.014,0.018,0.008,0.031,0.002,
0.016,0.028,0.006,0.017,0.026,0.011,0.009,0.017,0.027,0.0,0.013,0.03,0.308,0.281,0.041,0.0,0.03,0.177,0.059,0.078,0.168,0.036,0.02,0.162,0.023,0.04,0.039,0.036,0.059,0.115,0.176,0.033,0.383,0.337,0.054,0.04,0.048,0.229,0.052,0.069,0.094,0.111,0.214,0.144,0.023,0.023,0.001,0.016,
0.001,0.0,0.018,0.0,0.025,0.021,0.0,0.013,0.03,0.01,0.017,0.019,0.011,0.04,0.474,0.189,0.082,0.081,0.073,0.05,0.144,0.04,0.022,0.063,0.438,0.402,0.117,0.037,0.034,0.073,0.075,0.216,0.252,0.257,0.175,0.16,0.121,0.014,0.052,0.044,0.059,0.086,0.201,0.103,0.1,0.096,0.112,0.075,
0.213,0.022,0.0,0.011,0.0,0.02,0.02,0.01,0.009,0.029,0.011,0.0,0.02,0.022,0.01,0.011,0.03,0.382,0.101,0.23,0.142,0.064,0.051,0.035,0.04,0.063,0.017,0.353,0.159,0.041,0.061,0.135,0.118,0.167,0.23,0.115,0.24,0.089,0.047,0.088,0.092,0.109,0.277,0.146,0.236,0.09,0.083,0.065,
0.099,0.036,0.005,0.014,0.03,0.015,0.0,0.026,0.016,0.014,0.006,0.038,0.006,0.012,0.007,0.038,0.009,0.008,0.229,0.33,0.124,0.02,0.039,0.059,0.049,0.263,0.106,0.045,0.033,0.087,0.198,0.233,0.09,0.069,0.356,0.258,0.103,0.026,0.064,0.097,0.229,0.272,0.031,0.043,0.003,0.014,0.032,0.011,
0.013,0.009,0.03,0.026,0.0,0.018,0.028,0.012,0.008,0.029,0.021,0.14,0.168,0.374,0.071,0.018,0.037,0.047,0.014,0.013,0.031,0.013,0.008,0.031,0.022,0.014,0.022,0.048,0.08,0.043,0.042,0.038,0.596,0.049,0.108,0.045,0.224,0.158,0.143,0.09,0.082,0.057,0.216,0.185,0.136,0.036,0.001,0.023,
0.031,0.02,0.0,0.023,0.028,0.01,0.014,0.0,0.034,0.018,0.002,0.02,0.012,0.539,0.073,0.204,0.024,0.043,0.028,0.038,0.168,0.001,0.098,0.086,0.04,0.044,0.064,0.074,0.072,0.679,0.068,0.133,0.208,0.145,0.125,0.184,0.035,0.155,0.185,0.131,0.093,0.113,0.118,0.018,0.061,0.125,0.026,0.003,
0.025,0.028,0.0,0.0,0.04,0.009,0.003,0.03,0.017,0.005,0.015,0.029,0.015,0.443,0.038,0.036,0.04,0.12,0.039,0.151,0.037,0.058,0.061,0.051,0.026,0.054,0.153,0.043,0.054,0.092,0.362,0.042,0.055,0.193,0.187,0.233,0.135,0.113,0.151,0.279,0.086,0.151,0.122,0.127,0.138,0.084,0.135,0.0,
0.04,0.037,0.035,0.014,0.0,0.006,0.04,0.036,0.035,0.001,0.0,0.021,0.038,0.392,0.022,0.0,0.0,0.136,0.188,0.061,0.064,0.023,0.006,0.024,0.042,0.008,0.0,0.038,0.038,0.04,0.037,0.037,0.022,0.12,0.085,0.157,0.083,0.101,0.018,0.078,0.103,0.098,0.099,0.091,0.295,0.168,0.132,0.013,
0.004,0.035,0.037,0.035,0.036,0.015,0.0,0.007,0.018,0.0,0.003,0.04,0.036,0.154,0.281,0.058,0.062,0.15,0.121,0.008,0.012,0.051,0.054,0.058,0.038,0.035,0.035,0.049,0.049,0.013,0.013,0.005,0.0,0.048,0.033,0.341,0.011,0.324,0.177,0.091,0.111,0.128,0.078,0.079,0.079,0.191,0.1,0.018,
0.0,0.018,0.0,0.026,0.037,0.011,0.014,0.0,0.029,0.038,0.075,0.04,0.039,0.037,0.015,0.0,0.024,0.037,0.001,0.275,0.377,0.19,0.054,0.041,0.04,0.014,0.08,0.071,0.418,0.516,0.309,0.199,0.122,1.1289999,0.53,0.152,0.233,0.073,0.067,0.087,0.093,0.39,0.119,0.136,0.065,0.063,0.093,0.208,
0.043,0.035,0.034,0.037,0.087,0.033,0.0,0.012,0.04,0.018,0.0,0.004,0.041,0.027,0.0,0.0,0.04,0.025,0.0,0.132,0.295,0.211,0.055,0.065,0.053,0.049,0.127,0.253,0.05,0.051,0.062,0.039,0.02,0.007,0.313,0.144,0.101,0.063,0.079,0.078,0.054,0.106,0.19,0.108,0.051,0.077,0.063,0.087,
0.168,0.168,0.039,0.0,0.007,0.04,0.014,0.0,0.028,0.038,0.037,0.036,0.036,0.035,0.008,0.0,0.011,0.04,0.036,0.132,0.119,0.341,0.106,0.198,0.084,0.067,0.076,0.017,0.0,0.013,0.04,0.049,0.048,0.037,0.073,0.27,0.173,0.153,0.097,0.129,0.163,0.249,0.292,0.059,0.054,0.049,0.042,0.038,0.013
0.0,0.008,0.042,0.037,0.019,0.006,0.002,0.041,0.038,0.03,0.0,0.0,0.031,0.567,0.039,0.004,0.0,0.017,0.046,0.055,0.054,0.093,0.024,0.123,0.076,0.103,0.13,0.131,0.109,0.022,0.454,0.239,0.039,0.039,0.065,0.056,0.304,0.132,0.237,0.114,0.141,0.169,0.049,0.058,0.099,0.18,0.026,0.004,
0.005,0.039,0.036,0.015,0.0,0.005,0.039,0.036,0.014,0.0,0.006,0.039,0.036,0.431,0.037,0.0,0.016,0.058,0.187,0.04,0.064,0.057,0.041,0.113,0.001,0.034,0.043,0.02,0.015,0.022,0.583,0.268,0.087,0.094,0.053,0.042,0.441,0.118,0.049,0.055,0.135,0.158,0.073,0.035,0.052,0.07,0.021,0.0,
0.002,0.041,0.04,0.037,0.036,0.035,0.035,0.008,0.0,0.013,0.039,0.226,0.109,0.358,0.001,0.0,0.023,0.035,0.036,0.141,0.0,0.029,0.035,0.031,0.032,0.031,0.05,0.038,0.042,0.0,0.007,0.209,0.036,0.175,0.039,0.082,0.07,0.067,0.065,0.109,0.089,0.111,0.204,0.17,0.122,0.062,0.139,0.12,
0.039,0.035,0.015,0.0,0.006,0.03,0.026,0.015,0.002,0.0,0.03,0.034,0.013,0.348,0.031,0.004,0.022,0.053,0.102,0.143,0.038,0.05,0.082,0.176,0.035,0.012,0.015,0.0,0.035,0.02,0.006,0.013,0.0,0.058,0.073,0.638,0.046,0.237,0.209,0.105,0.109,0.104,0.076,0.214,0.095,0.082,0.149,0.045,
0.038,0.022,0.027,0.0,0.0,0.033,0.04,0.036,0.035,0.015,0.0,0.005,0.039,0.037,0.035,0.013,0.115,0.429,0.083,0.062,0.082,0.086,0.078,0.055,0.023,0.034,0.193,0.056,0.059,0.035,0.488,0.576,0.16,0.06,0.501,0.862,0.075,0.063,0.21,0.038,0.073,0.079,0.072,0.332,0.237,0.079,0.094,0.1,
0.069,0.013,0.013,0.04,0.037,0.035,0.002,0.0,0.02,0.04,0.035,0.079,0.036,0.003,0.0,0.019,0.04,0.037,0.085,0.43,0.126,0.0,0.296,0.18,0.111,0.075,0.091,0.053,0.096,0.122,0.059,0.059,0.054,0.215,0.246,0.144,0.123,0.13,0.197,0.109,0.206,0.063,0.028,0.008,0.0,0.016,0.0,0.006,
0.011,0.03,0.013,0.076,0.037,0.039,0.013,0.007,0.031,0.0,0.022,0.15,0.307,0.129,0.03,0.016,0.0,0.168,0.006,0.002,0.038,0.001,0.007,0.036,0.0,0.028,0.031,0.069,0.191,0.038,0.036,0.037,0.035,0.037,0.047,0.094,0.007,0.013,0.214,0.08,0.159,0.258,0.052,0.076,0.051,0.033,0.003,0.009,
0.01,0.001,0.028,0.03,0.003,0.011,0.016,0.035,0.008,0.009,0.02,0.022,0.157,0.418,0.036,0.015,0.018,0.044,0.045,0.01,0.005,0.03,0.1,0.093,0.107,0.071,0.007,0.021,0.033,0.026,0.039,0.227,0.81,0.014,0.028,0.152,0.358,0.185,0.092,0.068,0.081,0.149,0.111,0.157,0.098,0.135,0.023,0.039,
0.008,0.016,0.065,0.044,0.039,0.012,0.03,0.011,0.023,0.013,0.013,0.016,0.009,0.028,0.006,0.02,0.343,0.201,0.08,0.191,0.047,0.082,0.067,0.13,0.046,0.024,0.102,0.029,0.015,0.057,0.155,1.178,0.176,0.089,0.069,0.063,0.124,0.153,0.166,0.127,0.083,0.331,0.224,0.094,0.107,0.072,0.064,0.074,
0.051,0.043,0.039,0.019,0.02,0.019,0.018,0.024,0.019,0.005,0.021,0.026,0.105,0.281,0.027,0.011,0.022,0.183,0.062,0.037,0.039,0.035,0.046,0.053,0.054,0.042,0.114,0.038,0.038,0.036,0.035,0.315,0.172,0.006,0.038,0.091,0.051,0.043,0.087,0.102,0.129,0.138,0.259,0.177,0.091,0.057,0.023,0.113,
0.037,0.001,0.0,0.023,0.04,0.036,0.036,0.017,0.0,0.026,0.0,0.0,0.025,0.039,0.036,0.035,0.219,0.229,0.041,0.086,0.159,0.051,0.051,0.083,0.138,0.314,0.089,0.016,0.036,0.071,0.084,0.071,0.278,0.105,0.185,0.11,0.111,0.099,0.115,0.119,0.104,0.088,0.089,0.169,0.053,0.05,0.077,0.103,
0.262,0.045,0.032,0.0,0.0,0.024,0.039,0.035,0.036,0.097,0.023,0.0,0.0,0.028,0.04,0.038,0.036,0.035,0.158,0.376,0.101,0.039,0.066,0.179,0.037,0.025,0.04,0.582,0.133,0.591,0.02,0.163,0.086,0.062,0.181,0.086,0.073,0.084,0.094,0.232,0.3,0.105,0.128,0.048,0.133,0.05,0.079,0.091,
0.094,0.039,0.012,0.013,0.0,0.013,0.037,0.028,0.0,0.012,0.0,0.023,0.037,0.083,0.04,0.04,0.038,0.022,0.16,0.294,0.188,0.025,0.037,0.017,0.168,0.182,0.08,0.036,0.029,0.104,0.024,0.02,0.023,0.216,0.065,0.094,0.076,0.1,0.159,0.069,0.102,0.272,0.028,0.011,0.019,0.037,0.004,0.023,
0.036,0.036,0.036,0.035,0.035,0.035,0.098,0.03,0.012,0.0,0.011,0.039,0.161,0.448,0.158,0.079,0.035,0.01,0.006,0.0,0.017,0.038,0.193,0.031,0.0,0.0,0.017,0.0,0.0,0.036,0.035,0.035,0.19,0.0,0.176,0.2,0.156,0.07,0.159,0.217,0.095,0.094,0.101,0.208,0.05,0.041,0.037,0.061,
0.06,0.019,0.0,0.004,0.042,0.042,0.038,0.036,0.036,0.006,0.0,0.016,0.04,0.607,0.047,0.038,0.0,0.034,0.06,0.057,0.039,0.02,0.056,0.144,0.119,0.092,0.001,0.0,0.037,0.201,0.016,0.749,0.071,0.039,0.036,0.048,0.293,0.29,0.107,0.154,0.082,0.21,0.096,0.07,0.053,0.167,0.013,0.025,
0.039,0.036,0.036,0.035,0.035,0.035,0.021,0.0,0.0,0.035,0.038,0.035,0.035,0.004,0.0,0.145,0.285,0.103,0.205,0.009,0.013,0.065,0.049,0.034,0.04,0.166,0.079,0.051,0.091,0.06,0.082,0.16,0.664,0.307,0.059,0.023,0.063,0.082,0.111,0.316,0.256,0.166,0.101,0.206,0.071,0.042,0.036,0.038,
0.0,0.029,0.036,0.035,0.004,0.0,0.016,0.037,0.034,0.006,0.0,0.015,0.151,0.301,0.003,0.0,0.16,0.064,0.136,0.078,0.022,0.0,0.0,0.055,0.037,0.036,0.035,0.049,0.136,0.028,0.049,0.05,0.039,0.029,0.271,0.062,0.122,0.043,0.028,0.02,0.042,0.045,0.042,0.017,0.271,0.104,0.084,0.081,
0.059,0.143,0.028,0.036,0.025,0.0,0.0,0.03,0.035,0.014,0.0,0.006,0.036,0.035,0.102,0.024,0.15,0.502,0.088,0.039,0.029,0.076,0.053,0.052,0.05,0.463,0.031,0.0,0.001,0.07,0.08,0.364,0.478,0.167,0.185,0.049,0.218,0.049,0.047,0.167,0.046,0.029,0.031,0.096,0.159,0.08,0.066,0.074,
0.094,0.192,0.045,0.037,0.034,0.033,0.066,0.062,0.035,0.0,0.0,0.019,0.0,0.0,0.04,0.037,0.035,0.035,0.035,0.013,0.4,0.255,0.098,0.041,0.161,0.011,0.014,0.033,0.165,0.072,0.052,0.088,0.233,0.106,0.123,0.162,0.054,0.096,0.095,0.363,0.22,0.11,0.107,0.061,0.051,0.071,0.054,0.049,
0.088,0.04,0.014,0.011,0.037,0.036,0.035,0.035,0.034,0.035,0.099,0.031,0.019,0.0,0.003,0.04,0.036,0.036,0.034,0.237,0.315,0.138,0.099,0.15,0.144,0.472,0.201,0.121,0.112,0.109,0.114,0.031,0.131,0.041,0.188,0.068,0.089,0.135,0.231,0.095,0.206,0.059,0.056,0.086,0.062,0.046,0.041,0.038,
0.001,0.0,0.025,0.041,0.038,0.04,0.035,0.0,0.0,0.023,0.039,0.278,0.305,0.043,0.008,0.039,0.053,0.241,0.125,0.031,0.049,0.057,0.045,0.005,0.132,0.015,0.037,0.029,0.0,0.022,0.029,0.055,0.227,0.096,0.015,0.008,0.035,0.062,0.33,0.11,0.155,0.183,0.186,0.059,0.087,0.085,0.069,0.06,
0.134,0.049,0.036,0.015,0.0,0.005,0.038,0.034,0.001,0.0,0.02,0.034,0.116,0.26,0.02,0.032,0.0,0.0,0.128,0.043,0.115,0.023,0.057,0.096,0.0,0.0,0.027,0.026,0.072,0.01,0.051,0.073,0.079,0.284,0.066,0.001,0.293,0.265,0.129,0.065,0.013,0.012,0.037,0.24,0.026,0.009,0.004,0.036,
0.027,0.0,0.0,0.028,0.033,0.0,0.0,0.023,0.036,0.0,0.0,0.02,0.035,0.003,0.0,0.353,0.395,0.184,0.023,0.035,0.052,0.03,0.043,0.058,0.077,0.139,0.02,0.088,0.097,0.063,0.038,0.178,1.174,0.189,0.129,0.065,0.049,0.102,0.107,0.445,0.112,0.054,0.114,0.063,0.049,0.207,0.038,0.035,
0.034,0.0,0.0,0.024,0.037,0.039,0.003,0.0,0.018,0.038,0.02,0.0,0.144,0.294,0.091,0.263,0.0,0.018,0.052,0.039,0.026,0.022,0.037,0.032,0.01,0.085,0.133,0.089,0.038,0.0,0.002,0.037,0.034,0.096,0.023,0.016,0.126,0.08,0.05,0.1,0.104,0.078,0.078,0.26,0.087,0.086,0.092,0.105,
0.143,0.012,0.037,0.035,0.002,0.0,0.018,0.035,0.017,0.001,0.004,0.036,0.027,0.0,0.0,0.174,0.572,0.13,0.107,0.069,0.072,0.067,0.034,0.012,0.209,0.155,0.057,0.035,0.042,0.077,0.07,0.066,0.507,0.232,0.034,0.018,0.126,0.08,0.065,0.2,0.1,0.1,0.092,0.091,0.091,0.092,0.071,0.065,
0.267,0.046,0.035,0.009,0.0,0.01,0.036,0.035,0.01,0.0,0.009,0.036,0.034,0.004,0.0,0.016,0.035,0.163,0.374,0.089,0.178,0.034,0.023,0.126,0.008,0.762,0.718,0.081,0.067,0.215,0.411,0.217,0.124,0.078,0.07,0.034,0.025,0.084,0.158,0.206,0.246,0.07,0.086,0.176,0.083,0.092,0.084,0.098,
0.089,0.12,0.035,0.024,0.008,0.01,0.0,0.011,0.0,0.012,0.0,0.012,0.0,0.013,0.0,0.013,0.0,0.003,0.011,0.159,0.47,0.181,0.079,0.151,0.077,0.038,0.028,0.408,0.194,0.072,0.039,0.046,0.037,0.008,0.284,0.042,0.04,0.071,0.12,0.155,0.041,0.165,0.1,0.099,0.063,0.081,0.155,0.046,
0.026,0.01,0.0,0.011,0.032,0.027,0.009,0.0,0.011,0.0,0.024,0.036,0.084,0.537,0.02,0.0,0.129,0.116,0.036,0.022,0.036,0.168,0.035,0.035,0.042,0.036,0.033,0.068,0.055,0.691,0.209,0.011,0.128,0.01,0.003,0.013,0.132,0.073,0.157,0.072,0.297,0.124,0.194,0.025,0.0,0.026,0.04,0.019,
0.0,0.01,0.04,0.035,0.001,0.037,0.036,0.035,0.035,0.034,0.034,0.184,0.333,0.285,0.032,0.0,0.014,0.196,0.034,0.033,0.094,0.022,0.0,0.159,0.128,0.04,0.035,0.035,0.034,0.034,0.034,0.548,0.632,0.063,0.197,0.091,0.063,0.053,0.258,0.164,0.085,0.086,0.086,0.082,0.409,0.172,0.058,0.046,
0.038,0.038,0.023,0.0,0.0,0.034,0.038,0.053,0.06,0.017,0.0,0.004,0.041,0.037,0.036,0.035,0.16,0.389,0.084,0.05,0.057,0.056,0.156,0.057,0.043,0.033,0.098,0.192,0.091,0.11,0.673,0.774,0.095,0.113,0.083,0.019,0.031,0.094,0.121,0.396,0.052,0.109,0.122,0.07,0.052,0.011,0.0,0.01,
0.041,0.041,0.04,0.036,0.035,0.031,0.0,0.0,0.025,0.038,0.035,0.003,0.0,0.142,0.356,0.099,0.035,0.018,0.0,0.001,0.043,0.057,0.049,0.024,0.004,0.028,0.036,0.136,0.014,0.002,0.019,0.051,0.344,0.421,0.096,0.029,0.076,0.089,0.168,0.084,0.211,0.202,0.085,0.072,0.078,0.083,0.062,0.04,0.155
0.013,0.029,0.036,0.021,0.0,0.0,0.035,0.035,0.004,0.0,0.018,0.036,0.024,0.0,0.0,0.165,0.313,0.144,0.215,0.141,0.053,0.474,0.645,0.121,0.097,0.265,0.073,0.185,0.076,0.068,0.19,0.026,0.147,0.083,0.035,0.102,0.094,0.148,0.184,0.104,0.081,0.072,0.096,0.269,0.013,0.026,0.039,0.036,
0.036,0.016,0.0,0.002,0.039,0.037,0.003,0.0,0.018,0.037,0.017,0.0,0.168,0.152,0.284,0.194,0.044,0.105,0.094,0.044,0.023,0.02,0.054,0.053,0.036,0.067,0.188,0.057,0.058,0.055,0.53,0.249,0.156,0.107,0.049,0.087,0.266,0.173,0.061,0.099,0.087,0.116,0.101,0.053,0.052,0.092,0.181,0.018,
0.0,0.003,0.039,0.031,0.0,0.0,0.027,0.037,0.008,0.0,0.013,0.037,0.034,0.001,0.0,0.021,0.037,0.02,0.239,0.244,0.093,0.073,0.309,0.199,0.333,0.114,0.153,0.135,0.124,0.186,0.176,0.165,0.074,0.029,0.042,0.181,0.214,0.094,0.087,0.192,0.189,0.056,0.043,0.035,0.035,0.034,0.034,0.034,
0.033,0.034,0.009,0.0,0.011,0.038,0.035,0.034,0.049,0.065,0.022,0.155,0.379,0.081,0.038,0.036,0.035,0.2,0.034,0.236,0.221,0.261,0.433,0.245,0.195,0.071,0.039,0.0,0.0,0.035,0.035,0.195,0.103,0.033,0.166,0.039,0.039,0.193,0.114,0.127,0.191,0.052,0.038,0.034,0.089,0.023,0.0,0.0,
0.029,0.038,0.036,0.035,0.034,0.034,0.015,0.0,0.005,0.038,0.035,0.034,0.015,0.288,0.109,0.057,0.282,0.096,0.061,0.056,0.024,0.021,0.042,0.072,0.069,0.151,0.092,0.117,0.398,0.053,0.128,0.068,0.027,0.179,0.023,0.241,0.121,0.084,0.098,0.138,0.287,0.018,0.006,0.022,0.035,0.034,0.023,0.0,
